rms,spec_cent,spec_bw,rolloff,zcr,mfccs_0,mfccs_1,mfccs_2,mfccs_3,mfccs_4,mfccs_5,mfccs_6,mfccs_7,mfccs_8,mfccs_9,mfccs_10,mfccs_11,mfccs_12,instrument_type_predicted,instrument_type_name,instrument_identification,instrument_identification_name
8.708963e-05,4072.5838153440523,1954.9553225665363,5792.431640625,0.30810546875,-570.3534009944766,-0.13141637273065968,-0.202004448083462,0.3012050267859703,-0.05131753224821568,-0.25785361749957647,0.26799778892697207,0.03234982911570451,-0.2948480630124102,0.21543524413184106,0.11338242393699692,-0.3102968268323325,0.14746675665267853,0,woodwind,3,Bassoon
0.00013577653,4090.794856799423,2023.2904186638057,6912.158203125,0.306640625,-569.5757857256324,-0.5833375274677528,-0.9287287569037223,1.3476793940298872,-0.18575945005007155,-1.1871334644253408,1.1606821577564006,0.22376162218264684,-1.3329470687136658,0.8708837217792287,0.6038862165047186,-1.3524913402261043,0.5085453921104235,0,woodwind,0,Clarinet in Bb
0.00021494112,3978.857025809145,2047.1373732177221,6901.3916015625,0.3037109375,-567.9202137348377,-1.4273464540224419,-2.624398309001416,3.3638403511613704,-0.0008843567252573153,-3.190203851033124,2.389806568032795,1.1615492660805478,-3.0680480182957215,1.2773950582686022,1.7894439810276435,-2.547204738217966,0.412598870703037,0,woodwind,0,Clarinet in Bb
0.00028387015,3779.8144516513194,2041.1049578684863,6879.8583984375,0.28369140625,-564.7487236765029,-2.305631930081198,-5.282054976214873,4.731489031107645,-1.0339849174076758,-2.8755393783880114,5.596301520340758,-1.0838313226456908,-5.542345205037705,3.3049934756197388,2.2183930589829988,-2.2424218531531386,1.1597501688794476,0,woodwind,0,Clarinet in Bb
0.0003137947,3642.9318253078027,1992.978022413878,6578.3935546875,0.275390625,-560.9443462734854,-2.6507148027032366,-10.321277043474904,6.053151521764482,2.614436428751907,-5.305664711343017,4.628561477910588,1.3989670543226995,-7.418942089553062,2.552554442702759,5.122900397204827,-3.9832681645740857,-0.1640053448708899,0,woodwind,0,Clarinet in Bb
0.0003292184,3681.7974518108,2068.9443495289697,6707.5927734375,0.28173828125,-560.3345580521303,-3.2172569080758144,-10.995750745728676,7.252171749932551,3.1349311059429317,-6.319925222332553,3.815443842565638,1.9622822664238073,-6.312075685887004,2.4198693156126927,4.2798811713550995,-4.4746561069768465,0.07030895552550415,0,woodwind,0,Clarinet in Bb
0.00033445036,3763.728939578551,2144.5634132920886,6847.55859375,0.2734375,-563.6638903584104,-2.9253465840160633,-7.37779553999013,6.82024951975769,1.8431666809914993,-6.272082941333965,3.130217213791112,1.9495059251524007,-4.538131254026092,3.0207599256128947,2.1349193293687625,-5.517477408191426,1.7268687988612685,0,woodwind,0,Clarinet in Bb
0.00036727687,3495.631396808513,2176.114603615791,5975.4638671875,0.259765625,-561.1579776233549,-1.1971381782876134,-10.268451155339243,2.7023570171655713,3.0177779725446947,-2.2317472544716184,4.036232441323643,0.20936344073640212,-6.934757689741026,1.8332248927564234,4.701260805613284,-2.532797095650336,0.23905711560467613,0,woodwind,3,Bassoon
0.00045274117,3225.9584103719285,2048.056316503821,4640.4052734375,0.24658203125,-554.1501384509725,-1.7815319855316423,-19.059071433018516,4.4427871261876195,8.870189382391796,-4.930361792246009,1.8151333349347873,3.1922260143849934,-7.610269249230699,-0.2508982158780727,6.37766301693614,-2.5926121590330524,-0.17468561195129884,7,noise,7,Noise
0.0005052883,3092.685777761418,2021.3511832540191,4414.306640625,0.22021484375,-547.8353551275774,-0.617499745352978,-25.61712105572149,2.10559080638037,10.084495307000484,-4.0053655823563705,5.056920673034146,5.624289871810101,-11.555888238974052,-5.531370853806928,7.450116473549507,2.52140001221143,2.5165652549565727,0,woodwind,3,Bassoon
0.0005235493,3130.317593081114,1966.6339925682612,4608.10546875,0.22705078125,-549.3000621860054,-1.461701004955689,-23.318026378737663,4.268516634264275,7.694833543327264,-6.89337269508626,6.598365124122619,9.07665213282808,-11.737682113572014,-9.466088599446875,7.115390776162173,6.1826693013506056,1.9044075602775588,2,bowed_string_instruments,1,Viola
0.0005373784,3307.548407775414,1948.8609146097958,4780.37109375,0.244140625,-551.9063463970123,-2.8390377106306373,-19.041556097592014,6.274107185136032,3.5870145192305354,-6.781760171509147,8.220870466374688,7.704706121008876,-11.464169414141736,-8.830243971727153,8.049726221687532,5.8948672082560645,-0.6481827880431617,2,bowed_string_instruments,1,Viola
0.0005563396,3368.8280507662726,1829.1770716257054,4844.970703125,0.2568359375,-548.2673529430961,-3.217769497091059,-19.6515025222926,7.464303187750751,-1.175722105845699,-8.370050014774735,10.285877438921498,7.308447768307789,-9.599721144152149,-3.5006507441758714,9.304775890871577,-1.6287114396295816,-5.887993971738635,7,noise,7,Noise
0.00064609846,3323.7658614662487,1827.7699865999002,4823.4375,0.2626953125,-537.7060003046294,-5.0843399469412,-28.451038864001553,9.780041580751634,-1.353547942423985,-7.623293753527536,10.730149210538261,5.786492779681776,-6.521708428685601,-3.471787153052673,7.757268462436657,-2.0915421792948754,-7.507395827502929,7,noise,7,Noise
0.0007283313,3201.654661541179,1875.9956535307601,4769.6044921875,0.259765625,-530.6007940221136,-1.6020827021017578,-35.33966478954339,3.895536843846646,0.14555672457742247,-6.91225016248425,10.268038267377381,10.534841801189376,-2.287137355503266,-6.580827106871651,0.9700968447306718,-4.7327715858688775,-4.6095144864246,7,noise,7,Noise
0.00080015155,3133.2670279015406,1945.579016245752,4877.2705078125,0.2490234375,-528.8514695618609,0.526213906875906,-36.54209381618705,1.8717823232049247,0.8491186601615113,-8.668518156884888,7.8571830912334235,10.937027296321158,-0.7287291926190134,-1.9855946502497193,2.4559801701366153,-10.288464122561123,-6.59740817430947,0,woodwind,3,Bassoon
0.0008382092,3127.500389531868,2028.4973320179495,4898.8037109375,0.234375,-532.2756237873693,2.413540445843445,-33.290365693250436,2.045294549404957,0.9189436452822062,-12.257414301858285,9.683105550920635,12.99948351904623,-3.2556908043071573,2.4569130776931773,5.884541033068572,-14.272440655881205,-11.056040020718852,7,noise,7,Noise
0.000844328,2910.979840357216,2151.717569395684,4468.1396484375,0.22509765625,-527.8323034120016,6.532924683484602,-37.20290413419703,-0.91738671353242,8.251001703902547,-6.366026568944566,9.04248706198219,8.730596806505805,-2.5003414415767238,12.214673160839215,8.933591591791416,-18.31349158844163,-12.404772389947642,7,noise,7,Noise
0.00081219996,2923.623247011674,2222.786174831761,4629.638671875,0.220703125,-533.461813676132,4.421081230654883,-35.179580339290474,1.1211492659235214,15.558391086568147,-1.8654068329145481,3.3883116936910804,2.624212823015747,-3.96167157793311,13.240262058318974,11.762283212218808,-14.823438430093145,-8.8901823440035,7,noise,7,Noise
0.0007936474,3156.5132698730054,2304.2117135338167,5673.9990234375,0.21923828125,-537.0670622634069,2.362648476453293,-30.499246172244874,5.8350341909726,11.787900942439805,-7.005362168592555,6.811746474694594,7.492966921881868,-7.03014340044175,7.704009425360299,9.797363526635113,-11.491864108255314,-3.4370557063749945,7,noise,7,Noise
0.0008029775,3414.8536031535796,2454.7687502239173,6190.7958984375,0.22216796875,-537.9571762599141,-0.30570419636823587,-29.27661092279384,10.810244895494883,8.057979005677996,-13.383794978395692,11.02572612031085,17.916543521290208,-2.960656483312064,-3.9004683140032865,-3.1178646092878317,-5.393414926918924,8.965533152610359,7,noise,7,Noise
0.00085335673,3261.022536135536,2345.3190933071505,5017.236328125,0.22705078125,-531.8498697870343,0.6190841094575138,-34.88392395989683,11.341397124938855,13.767717163080363,-11.48683880084246,6.7241646593996585,17.635149731726944,3.23855747043034,-4.927107202082919,-7.510683649899673,-1.284696906010494,11.915587222727833,7,noise,7,Noise
0.0009985977,2954.29834212021,2193.2741832534352,4403.5400390625,0.21142578125,-526.7812637200623,7.797240363471898,-26.160502815450293,22.112273077604193,22.64452063242718,-9.141410966551291,4.778672804060248,18.488430056749774,7.3184600219151585,0.5867411237422006,-1.5818818841658646,-0.14632438830690442,9.245998781662596,7,noise,7,Noise
0.0010581632,2835.2917077037946,2213.475608943766,4263.57421875,0.2138671875,-525.9362271910885,10.318559634558536,-23.303176288978435,25.91060560071391,27.374593827765665,-11.35740234137387,-0.998235800763241,20.311976988145123,12.978089581243374,3.2348000640101553,-1.2150269108485718,-1.463214220498012,5.307197111994046,7,noise,7,Noise
0.0012031315,2709.9931167221125,2145.0815731802045,3832.91015625,0.19775390625,-509.6435453222349,19.770641248368555,-29.429445536780264,23.45932073465163,26.483319235584062,-19.18853028584644,-8.510001884700285,15.732641553836622,11.036617303138318,6.523318644202327,-1.555133958240134,-9.877486896173831,-1.1125708017915188,7,noise,7,Noise
0.007915215,2266.590421633124,2050.2124348819916,3423.779296875,0.16845703125,-465.5628429301183,61.249885527505654,-23.123685319357506,8.400814833720158,5.114539350385469,-35.12877024837559,-19.537456494542923,-0.24947465809295294,-7.776292430949119,-4.1579709905730295,-7.09876655758268,-16.364672204778522,-1.8294814944279318,7,noise,7,Noise
0.008350656,1246.05815043254,1456.5426460299734,2357.8857421875,0.1552734375,-381.05985553651726,123.36743348542765,-23.269726413348984,0.6113501984898964,-8.382695326580128,-34.237783681281094,-18.107814664927034,-19.35574959072935,-18.817340040869006,-13.474431906511786,-20.789642494628417,-17.632475032276155,-4.422734490471596,1,brass,1,French Horn
0.008362038,1156.9392447189734,1325.3693386529055,2034.8876953125,0.1435546875,-360.17614404783154,129.98641438710408,-28.879965531121748,4.358432715002136,-9.467847870697023,-31.363106295928098,-17.158389114995668,-25.180128623003846,-18.54565372693251,-14.827843608750793,-22.846005487894406,-15.838850211505115,-5.271820828812471,1,brass,1,French Horn
0.008359575,1475.10812599494,1626.880482347632,2745.4833984375,0.15869140625,-403.09302681484445,104.79639156245715,-26.24068428600259,4.187233723651165,1.5004992505636046,-27.502311848036662,-16.40506682903893,-13.595296959879374,-14.749838588080214,-13.536146507214138,-16.771242380938006,-13.735541249796116,-5.487812103351821,3,plucked_string_instruments,0,Guitar
0.0029888651,2567.764313094279,1955.896585530692,3499.1455078125,0.17822265625,-484.20197006644645,34.04731388033494,-42.77717254570644,6.651878947233303,12.838546363867206,-23.558200441528236,-0.17562969841113552,16.254244778272394,-4.660365219211664,-4.5122107732010885,-3.299925013546728,-16.536629469135605,-9.495979121582849,7,noise,7,Noise
0.0013418572,2714.92119147876,2015.5751380268318,3746.77734375,0.19287109375,-497.2514929682174,17.949931222805485,-48.00142999941942,8.791474827379103,13.276385052448456,-17.393759365497527,9.294217147533399,20.73743610230177,-3.2569983533488727,-9.292793634641374,-13.565725121683528,-20.534168929033115,-2.647282317903862,2,bowed_string_instruments,1,Viola
0.0012820036,2706.1054425671236,2248.1745027812362,4403.5400390625,0.18359375,-500.41445062579766,20.597105857896082,-38.458452297241536,7.268866695795998,9.452566177574974,-6.855925678187903,10.692774548659656,11.812667917118192,-0.4034753338677707,-9.525767181886867,-22.9142002590009,-23.79779499108286,-2.034699095285755,2,bowed_string_instruments,1,Viola
0.0012721221,2745.17986085566,2412.9791464924647,4435.83984375,0.17333984375,-505.79300815792743,24.627106400861372,-32.45425456977747,0.496720282875349,4.089653778539896,-9.718199031433723,6.336556813180218,12.227697136034962,10.521067024483386,2.5726761997439116,-20.366884683536355,-22.797894742058517,-7.5654859932026,7,noise,7,Noise
0.0012112632,2588.8859180614827,2156.8044632743668,3962.109375,0.1826171875,-503.12995833904085,21.604434211119706,-38.63989465478747,8.03819471504509,13.84387821677954,-17.31026814141196,-1.541706782279642,15.210015801587799,9.542943556234334,4.204478560841041,-6.204962052490948,-15.344950561025595,-17.55038115892222,7,noise,7,Noise
0.0011780638,2702.9505166802787,2110.728854953442,4048.2421875,0.189453125,-504.42306766160414,16.11525787648625,-48.16872108287891,4.543544720843057,18.288585161263846,-17.03250902702076,-5.335572755968977,15.490467632095557,9.66579429048488,6.724082672118664,2.3956947387785315,-12.413358134638312,-17.75404713559592,7,noise,7,Noise
0.0011347496,2941.1216877960105,2191.024449151543,4608.10546875,0.21240234375,-514.6314081213764,7.498365638748848,-45.71312594746006,10.226510213144826,25.18730831305324,-10.385912147505252,-5.713742323095902,11.791864921005203,3.1766003568827417,0.3686282382213928,7.508092742999551,-4.576534694904153,-16.707730160432845,7,noise,7,Noise
0.0010083496,3121.8740173578876,2136.6075171260454,4909.5703125,0.23486328125,-526.1836630069397,0.07954023357586032,-41.46938720967336,13.002682982002225,18.716404972733933,-14.520403757116142,-0.062339543906529044,13.827249371731403,-0.7506117494405626,2.09412239109006,12.440319125711419,0.2712258355770154,-8.028132179062698,7,noise,7,Noise
0.00093438855,3325.536600212441,2145.4756215734074,5351.0009765625,0.24365234375,-529.227855480207,-2.1808390853743367,-37.182157561943974,12.906162961745547,9.38865386057093,-13.053703497349769,7.466377648130069,11.401845815915152,-2.16494766154626,5.443157171777191,6.486226487787954,-11.36579691793168,-5.021644688385862,7,noise,7,Noise
0.0009606661,3429.7562309840723,2191.9308280995824,5878.564453125,0.240234375,-529.8960695754206,-3.281004039335184,-35.35761779220421,13.730622727651049,8.954728083375068,-13.248443433873108,8.485166028633692,11.271212248004218,-2.8063765709180153,8.461955279555792,3.6433811739498783,-14.722391724143813,-3.8020312524086086,7,noise,7,Noise
